path,category,size_kb
pycycle/flow_in.py,external_pycycle_examples,3.5
pycycle/mp_cycle.py,external_pycycle_examples,11.7
pycycle/passthrough.py,external_pycycle_examples,1.6
pycycle/viewers.py,external_pycycle_examples,16.8
pycycle/__init__.py,external_pycycle_examples,0.0
RegenCooling/.gitignore,propulsion_regen_cooling,1.9
RegenCooling/CEAClass.py,propulsion_regen_cooling,7.3
RegenCooling/FilmCooling.py,propulsion_regen_cooling,4.2
RegenCooling/GenerateMesh.py,propulsion_regen_cooling,2.5
RegenCooling/GeomClass.py,propulsion_regen_cooling,11.2
RegenCooling/install_dependencies.sh,propulsion_regen_cooling,0.5
RegenCooling/IsentropicRelations.py,propulsion_regen_cooling,2.5
RegenCooling/LICENSE,propulsion_regen_cooling,35.0
RegenCooling/MaterialLib.py,propulsion_regen_cooling,6.0
RegenCooling/Output.py,propulsion_regen_cooling,4.7
RegenCooling/PlottingFunctions.py,propulsion_regen_cooling,4.2
RegenCooling/PropLibrary.py,propulsion_regen_cooling,2.2
RegenCooling/README.md,propulsion_regen_cooling,14.2
RegenCooling/RegenCooling.py,propulsion_regen_cooling,14.1
RegenCooling/run.py,propulsion_regen_cooling,1.5
RegenCooling/SectionMesh.py,propulsion_regen_cooling,3.1
RegenCooling/SectionThermalSim.py,propulsion_regen_cooling,12.3
RegenCooling/UnitTests.py,propulsion_regen_cooling,4.0
SectionImages/0.png,outputs_figures_reports,85.9
SectionImages/1.png,outputs_figures_reports,85.2
SectionImages/10.png,outputs_figures_reports,84.7
SectionImages/11.png,outputs_figures_reports,84.7
SectionImages/12.png,outputs_figures_reports,85.0
SectionImages/13.png,outputs_figures_reports,85.3
SectionImages/14.png,outputs_figures_reports,85.3
SectionImages/15.png,outputs_figures_reports,85.4
SectionImages/16.png,outputs_figures_reports,82.3
SectionImages/17.png,outputs_figures_reports,77.9
SectionImages/18.png,outputs_figures_reports,71.4
SectionImages/19.png,outputs_figures_reports,73.6
SectionImages/2.png,outputs_figures_reports,86.1
SectionImages/20.png,outputs_figures_reports,72.3
SectionImages/21.png,outputs_figures_reports,73.1
SectionImages/22.png,outputs_figures_reports,70.9
SectionImages/23.png,outputs_figures_reports,70.6
SectionImages/24.png,outputs_figures_reports,71.4
SectionImages/25.png,outputs_figures_reports,70.2
SectionImages/26.png,outputs_figures_reports,70.6
SectionImages/27.png,outputs_figures_reports,75.2
SectionImages/28.png,outputs_figures_reports,74.0
SectionImages/29.png,outputs_figures_reports,72.3
SectionImages/3.png,outputs_figures_reports,85.8
SectionImages/4.png,outputs_figures_reports,85.7
SectionImages/5.png,outputs_figures_reports,85.2
SectionImages/6.png,outputs_figures_reports,85.7
SectionImages/7.png,outputs_figures_reports,85.2
SectionImages/8.png,outputs_figures_reports,85.1
SectionImages/9.png,outputs_figures_reports,84.5
SectionImages/chamber_contour.png,outputs_figures_reports,95.8
SectionImages/halpha.png,outputs_figures_reports,238.7
SectionImages/heat_flux.png,thermal_atmosphere,174.4
SectionImages/pressure.png,outputs_figures_reports,168.6
SectionImages/reynolds.png,thermal_atmosphere,151.4
SectionImages/sim_data.csv,data,6.0
SectionImages/temperature.png,thermal_atmosphere,225.7
Tanks/CryogenicTanks.py,tanks,32.7
Tanks/Cryo_Optimisation.py,tanks,35.8
Tanks/KeroseneTanks,tanks,5.3
Tanks/__init__.py,tanks,0.0
Trade-offs/engtradeoff.py,trade_offs,5.1
Trade-offs/trade-off-fuselageskin.py,trade_offs,5.1
Trade-offs/trade-off-weight-cockpitskin.py,trade_offs,5.0
Trade-offs/trade-off-weights.py,trade_offs,7.3
turbojet_drag_altitude_sweep_out/.openmdao_out,propulsion,0.0
turbojet_pycycle_wrapper_out/.openmdao_out,propulsion,0.0
__pycache__/better_profile.cpython-312.pyc,misc,116.6
__pycache__/better_profile.cpython-313.pyc,misc,116.2
__pycache__/combined_sizing.cpython-313.pyc,sizing_structures,70.2
__pycache__/empirical_drag.cpython-313.pyc,aerodynamics_drag,15.0
__pycache__/gamma.cpython-314.pyc,misc,12.0
__pycache__/isa_atmosphere.cpython-311.pyc,thermal_atmosphere,3.5
__pycache__/isa_atmosphere.cpython-313.pyc,thermal_atmosphere,3.0
__pycache__/optimize_transition_profile.cpython-313.pyc,misc,48.2
__pycache__/ramjet_revised.cpython-313.pyc,propulsion,80.7
__pycache__/thrust_interpolation.cpython-313.pyc,propulsion,4.8
__pycache__/turbojet_pycycle_wrapper.cpython-312.pyc,propulsion,10.0
__pycache__/turbojet_pycycle_wrapper.cpython-313.pyc,propulsion,9.8
turbojet_pycycle_wrapper_out/reports/inputs.html,propulsion,3373.3
turbojet_pycycle_wrapper_out/reports/n2.html,propulsion,1813.4
turbojet_drag_altitude_sweep_out/reports/inputs.html,propulsion,3373.3
turbojet_drag_altitude_sweep_out/reports/n2.html,propulsion,1813.4
Tanks/__pycache__/CryogenicTanks.cpython-314.pyc,tanks,30.2
pycycle/docs/conf.py,external_pycycle_examples,4.7
pycycle/docs/index.rst,external_pycycle_examples,3.0
pycycle/docs/Makefile,external_pycycle_examples,3.5
pycycle/elements/ambient.py,external_pycycle_examples,1.8
pycycle/elements/bleed_out.py,external_pycycle_examples,7.8
pycycle/elements/cfd_start.py,external_pycycle_examples,3.1
pycycle/elements/combustor.py,external_pycycle_examples,6.3
pycycle/elements/compressor.py,external_pycycle_examples,23.8
pycycle/elements/compressor_map.py,external_pycycle_examples,13.9
pycycle/elements/cooling.py,external_pycycle_examples,15.7
pycycle/elements/duct.py,external_pycycle_examples,9.8
pycycle/elements/flight_conditions.py,external_pycycle_examples,5.8
pycycle/elements/flow_start.py,external_pycycle_examples,3.5
pycycle/elements/gearbox.py,external_pycycle_examples,4.6
pycycle/elements/inlet.py,external_pycycle_examples,7.5
pycycle/elements/mixer.py,external_pycycle_examples,13.7
pycycle/elements/nozzle.py,external_pycycle_examples,21.1
pycycle/elements/performance.py,external_pycycle_examples,4.7
pycycle/elements/shaft.py,external_pycycle_examples,4.9
pycycle/elements/splitter.py,external_pycycle_examples,8.3
pycycle/elements/turbine.py,external_pycycle_examples,26.3
pycycle/elements/turbine_map.py,external_pycycle_examples,8.6
pycycle/elements/US1976.py,external_pycycle_examples,8.4
pycycle/elements/__init__.py,external_pycycle_examples,0.0
pycycle/maps/axi3_2.py,external_pycycle_examples,8.3
pycycle/maps/axi5.py,external_pycycle_examples,9.2
pycycle/maps/Fan_map.py,external_pycycle_examples,9.4
pycycle/maps/HPC_map.py,external_pycycle_examples,9.4
pycycle/maps/hpt1269.py,external_pycycle_examples,5.8
pycycle/maps/HPT_map.py,external_pycycle_examples,5.8
pycycle/maps/LPC_map.py,external_pycycle_examples,9.0
pycycle/maps/lpt2269.py,external_pycycle_examples,7.2
pycycle/maps/LPT_map.py,external_pycycle_examples,6.5
pycycle/maps/map_data.py,external_pycycle_examples,0.1
pycycle/maps/ncp01.py,external_pycycle_examples,9.5
pycycle/maps/__init__.py,external_pycycle_examples,0.0
pycycle/tests/test_element.py,external_pycycle_examples,0.0
pycycle/tests/__init__.py,external_pycycle_examples,0.0
pycycle/thermo/static_ps_calc.py,external_pycycle_examples,3.1
pycycle/thermo/static_ps_resid.py,external_pycycle_examples,11.2
pycycle/thermo/thermo.py,external_pycycle_examples,10.8
pycycle/thermo/unit_comps.py,external_pycycle_examples,3.6
pycycle/thermo/__init__.py,external_pycycle_examples,0.0
pycycle/__pycache__/api.cpython-312.pyc,external_pycycle_examples,2.6
pycycle/__pycache__/api.cpython-313.pyc,external_pycycle_examples,2.6
pycycle/__pycache__/connect_flow.cpython-312.pyc,external_pycycle_examples,0.8
pycycle/__pycache__/connect_flow.cpython-313.pyc,external_pycycle_examples,0.8
pycycle/__pycache__/constants.cpython-312.pyc,external_pycycle_examples,3.2
pycycle/__pycache__/constants.cpython-313.pyc,external_pycycle_examples,3.3
pycycle/__pycache__/element_base.cpython-312.pyc,external_pycycle_examples,2.8
pycycle/__pycache__/element_base.cpython-313.pyc,external_pycycle_examples,2.9
pycycle/__pycache__/flow_in.cpython-312.pyc,external_pycycle_examples,4.4
pycycle/__pycache__/flow_in.cpython-313.pyc,external_pycycle_examples,4.2
pycycle/__pycache__/mp_cycle.cpython-312.pyc,external_pycycle_examples,12.3
pycycle/__pycache__/mp_cycle.cpython-313.pyc,external_pycycle_examples,12.4
pycycle/__pycache__/passthrough.cpython-312.pyc,external_pycycle_examples,3.3
pycycle/__pycache__/passthrough.cpython-313.pyc,external_pycycle_examples,3.3
pycycle/__pycache__/viewers.cpython-312.pyc,external_pycycle_examples,21.3
pycycle/__pycache__/viewers.cpython-313.pyc,external_pycycle_examples,20.4
pycycle/__pycache__/__init__.cpython-312.pyc,external_pycycle_examples,0.2
pycycle/__pycache__/__init__.cpython-313.pyc,external_pycycle_examples,0.2
pycycle/__pycache__/__init__.cpython-314.pyc,external_pycycle_examples,0.2
pycycle/thermo/cea/chem_eq.py,external_pycycle_examples,11.5
pycycle/thermo/cea/props_calcs.py,external_pycycle_examples,9.5
pycycle/thermo/cea/props_rhs.py,external_pycycle_examples,6.3
pycycle/thermo/cea/species_data.py,external_pycycle_examples,7.4
pycycle/thermo/cea/thermo_add.py,external_pycycle_examples,7.7
pycycle/thermo/cea/__init__.py,external_pycycle_examples,0.0
pycycle/thermo/tabular/air_jetA.pkl,external_pycycle_examples,12033.6
pycycle/thermo/tabular/air_jetA_coarse.pkl,external_pycycle_examples,493.3
pycycle/thermo/tabular/tabular_thermo.py,external_pycycle_examples,2.2
pycycle/thermo/tabular/tab_cea_comparison.py,external_pycycle_examples,1.8
pycycle/thermo/tabular/thermo_add.py,external_pycycle_examples,5.3
pycycle/thermo/tabular/__init__.py,external_pycycle_examples,0.0
pycycle/thermo/test/NPSS_Static_CEA_Data.csv,external_pycycle_examples,1.0
pycycle/thermo/test/test_thermo_total_static_cea.py,external_pycycle_examples,11.9
pycycle/thermo/test/test_thermo_total_static_tabulated.py,external_pycycle_examples,9.4
pycycle/thermo/test/__init__.py,external_pycycle_examples,0.0
pycycle/thermo/__pycache__/static_ps_calc.cpython-312.pyc,external_pycycle_examples,4.3
pycycle/thermo/__pycache__/static_ps_calc.cpython-313.pyc,external_pycycle_examples,4.3
pycycle/thermo/__pycache__/static_ps_resid.cpython-312.pyc,external_pycycle_examples,12.6
pycycle/thermo/__pycache__/static_ps_resid.cpython-313.pyc,external_pycycle_examples,12.4
pycycle/thermo/__pycache__/thermo.cpython-312.pyc,external_pycycle_examples,9.0
pycycle/thermo/__pycache__/thermo.cpython-313.pyc,external_pycycle_examples,9.0
pycycle/thermo/__pycache__/unit_comps.cpython-312.pyc,external_pycycle_examples,6.0
pycycle/thermo/__pycache__/unit_comps.cpython-313.pyc,external_pycycle_examples,6.0
pycycle/thermo/__pycache__/__init__.cpython-312.pyc,external_pycycle_examples,0.2
pycycle/thermo/__pycache__/__init__.cpython-313.pyc,external_pycycle_examples,0.2
pycycle/thermo/__pycache__/__init__.cpython-314.pyc,external_pycycle_examples,0.2
pycycle/thermo/test/__pycache__/test_thermo_total_static_cea.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,15.7
pycycle/thermo/test/__pycache__/test_thermo_total_static_cea.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,16.2
pycycle/thermo/test/__pycache__/test_thermo_total_static_tabulated.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,12.8
pycycle/thermo/test/__pycache__/test_thermo_total_static_tabulated.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,13.2
pycycle/thermo/test/__pycache__/__init__.cpython-312.pyc,external_pycycle_examples,0.2
pycycle/thermo/test/__pycache__/__init__.cpython-314.pyc,external_pycycle_examples,0.2
pycycle/thermo/tabular/test/test_tab_thermo.py,external_pycycle_examples,1.1
pycycle/thermo/tabular/test/test_thermo_add.py,external_pycycle_examples,8.3
pycycle/thermo/tabular/test/__init__.py,external_pycycle_examples,0.0
pycycle/thermo/tabular/__pycache__/tabular_thermo.cpython-312.pyc,external_pycycle_examples,3.1
pycycle/thermo/tabular/__pycache__/tabular_thermo.cpython-313.pyc,external_pycycle_examples,3.1
pycycle/thermo/tabular/__pycache__/thermo_add.cpython-312.pyc,external_pycycle_examples,6.0
pycycle/thermo/tabular/__pycache__/thermo_add.cpython-313.pyc,external_pycycle_examples,5.9
pycycle/thermo/tabular/__pycache__/__init__.cpython-312.pyc,external_pycycle_examples,0.2
pycycle/thermo/tabular/__pycache__/__init__.cpython-313.pyc,external_pycycle_examples,0.2
pycycle/thermo/tabular/__pycache__/__init__.cpython-314.pyc,external_pycycle_examples,0.2
pycycle/thermo/tabular/test/__pycache__/test_tab_thermo.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,2.1
pycycle/thermo/tabular/test/__pycache__/test_tab_thermo.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,2.2
pycycle/thermo/tabular/test/__pycache__/test_thermo_add.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,9.6
pycycle/thermo/tabular/test/__pycache__/test_thermo_add.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,10.8
pycycle/thermo/tabular/test/__pycache__/__init__.cpython-312.pyc,external_pycycle_examples,0.2
pycycle/thermo/tabular/test/__pycache__/__init__.cpython-314.pyc,external_pycycle_examples,0.2
pycycle/thermo/cea/test/test_chem_eq_co2.py,external_pycycle_examples,1.0
pycycle/thermo/cea/test/test_chem_eq_janaf.py,external_pycycle_examples,1.3
pycycle/thermo/cea/test/test_props_rhs_co2.py,external_pycycle_examples,3.6
pycycle/thermo/cea/test/test_species_data.py,external_pycycle_examples,6.0
pycycle/thermo/cea/test/test_thermo_add_cea.py,external_pycycle_examples,7.0
pycycle/thermo/cea/test/__init__.py,external_pycycle_examples,0.0
pycycle/thermo/cea/thermo_data/co2_co_o2.py,external_pycycle_examples,2.6
pycycle/thermo/cea/thermo_data/janaf.py,external_pycycle_examples,14.5
pycycle/thermo/cea/thermo_data/wet_air.py,external_pycycle_examples,0.3
pycycle/thermo/cea/thermo_data/__init__.py,external_pycycle_examples,0.0
pycycle/thermo/cea/__pycache__/chem_eq.cpython-312.pyc,external_pycycle_examples,14.3
pycycle/thermo/cea/__pycache__/chem_eq.cpython-313.pyc,external_pycycle_examples,14.4
pycycle/thermo/cea/__pycache__/props_calcs.cpython-312.pyc,external_pycycle_examples,13.1
pycycle/thermo/cea/__pycache__/props_calcs.cpython-313.pyc,external_pycycle_examples,13.0
pycycle/thermo/cea/__pycache__/props_rhs.cpython-312.pyc,external_pycycle_examples,8.7
pycycle/thermo/cea/__pycache__/props_rhs.cpython-313.pyc,external_pycycle_examples,8.6
pycycle/thermo/cea/__pycache__/species_data.cpython-312.pyc,external_pycycle_examples,11.1
pycycle/thermo/cea/__pycache__/species_data.cpython-313.pyc,external_pycycle_examples,11.2
pycycle/thermo/cea/__pycache__/thermo_add.cpython-312.pyc,external_pycycle_examples,8.6
pycycle/thermo/cea/__pycache__/thermo_add.cpython-313.pyc,external_pycycle_examples,8.4
pycycle/thermo/cea/__pycache__/__init__.cpython-312.pyc,external_pycycle_examples,0.2
pycycle/thermo/cea/__pycache__/__init__.cpython-313.pyc,external_pycycle_examples,0.2
pycycle/thermo/cea/__pycache__/__init__.cpython-314.pyc,external_pycycle_examples,0.2
pycycle/thermo/cea/thermo_data/__pycache__/co2_co_o2.cpython-312.pyc,external_pycycle_examples,1.7
pycycle/thermo/cea/thermo_data/__pycache__/co2_co_o2.cpython-313.pyc,external_pycycle_examples,1.7
pycycle/thermo/cea/thermo_data/__pycache__/janaf.cpython-312.pyc,external_pycycle_examples,7.0
pycycle/thermo/cea/thermo_data/__pycache__/janaf.cpython-313.pyc,external_pycycle_examples,7.0
pycycle/thermo/cea/thermo_data/__pycache__/wet_air.cpython-312.pyc,external_pycycle_examples,0.7
pycycle/thermo/cea/thermo_data/__pycache__/wet_air.cpython-313.pyc,external_pycycle_examples,0.7
pycycle/thermo/cea/thermo_data/__pycache__/__init__.cpython-312.pyc,external_pycycle_examples,0.2
pycycle/thermo/cea/thermo_data/__pycache__/__init__.cpython-313.pyc,external_pycycle_examples,0.2
pycycle/thermo/cea/test/__pycache__/test_chem_eq_co2.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,2.2
pycycle/thermo/cea/test/__pycache__/test_chem_eq_co2.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,2.4
pycycle/thermo/cea/test/__pycache__/test_chem_eq_janaf.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,2.5
pycycle/thermo/cea/test/__pycache__/test_chem_eq_janaf.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,2.6
pycycle/thermo/cea/test/__pycache__/test_props_rhs_co2.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,6.0
pycycle/thermo/cea/test/__pycache__/test_props_rhs_co2.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,6.3
pycycle/thermo/cea/test/__pycache__/test_species_data.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,8.1
pycycle/thermo/cea/test/__pycache__/test_species_data.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,8.3
pycycle/thermo/cea/test/__pycache__/test_thermo_add_cea.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,7.5
pycycle/thermo/cea/test/__pycache__/test_thermo_add_cea.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,7.8
pycycle/thermo/cea/test/__pycache__/__init__.cpython-312.pyc,external_pycycle_examples,0.2
pycycle/thermo/cea/test/__pycache__/__init__.cpython-314.pyc,external_pycycle_examples,0.2
pycycle/tests/__pycache__/test_element.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,0.3
pycycle/tests/__pycache__/test_element.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,0.3
pycycle/tests/__pycache__/__init__.cpython-312.pyc,external_pycycle_examples,0.2
pycycle/tests/__pycache__/__init__.cpython-314.pyc,external_pycycle_examples,0.2
pycycle/maps/test/__init__.py,external_pycycle_examples,0.0
pycycle/maps/__pycache__/axi3_2.cpython-312.pyc,external_pycycle_examples,7.2
pycycle/maps/__pycache__/axi3_2.cpython-313.pyc,external_pycycle_examples,7.2
pycycle/maps/__pycache__/axi5.cpython-312.pyc,external_pycycle_examples,7.2
pycycle/maps/__pycache__/axi5.cpython-313.pyc,external_pycycle_examples,7.2
pycycle/maps/__pycache__/Fan_map.cpython-312.pyc,external_pycycle_examples,7.2
pycycle/maps/__pycache__/Fan_map.cpython-313.pyc,external_pycycle_examples,7.2
pycycle/maps/__pycache__/HPC_map.cpython-312.pyc,external_pycycle_examples,10.2
pycycle/maps/__pycache__/HPC_map.cpython-313.pyc,external_pycycle_examples,10.2
pycycle/maps/__pycache__/hpt1269.cpython-312.pyc,external_pycycle_examples,4.3
pycycle/maps/__pycache__/hpt1269.cpython-313.pyc,external_pycycle_examples,4.3
pycycle/maps/__pycache__/HPT_map.cpython-312.pyc,external_pycycle_examples,6.2
pycycle/maps/__pycache__/HPT_map.cpython-313.pyc,external_pycycle_examples,6.2
pycycle/maps/__pycache__/LPC_map.cpython-312.pyc,external_pycycle_examples,7.3
pycycle/maps/__pycache__/LPC_map.cpython-313.pyc,external_pycycle_examples,7.3
pycycle/maps/__pycache__/lpt2269.cpython-312.pyc,external_pycycle_examples,4.7
pycycle/maps/__pycache__/lpt2269.cpython-313.pyc,external_pycycle_examples,4.7
pycycle/maps/__pycache__/LPT_map.cpython-312.pyc,external_pycycle_examples,7.2
pycycle/maps/__pycache__/LPT_map.cpython-313.pyc,external_pycycle_examples,7.1
pycycle/maps/__pycache__/map_data.cpython-312.pyc,external_pycycle_examples,0.3
pycycle/maps/__pycache__/map_data.cpython-313.pyc,external_pycycle_examples,0.4
pycycle/maps/__pycache__/ncp01.cpython-312.pyc,external_pycycle_examples,6.5
pycycle/maps/__pycache__/ncp01.cpython-313.pyc,external_pycycle_examples,6.5
pycycle/maps/__pycache__/__init__.cpython-312.pyc,external_pycycle_examples,0.2
pycycle/maps/__pycache__/__init__.cpython-313.pyc,external_pycycle_examples,0.2
pycycle/elements/test/test_ambient.py,external_pycycle_examples,1.9
pycycle/elements/test/test_bleed_out.py,external_pycycle_examples,2.5
pycycle/elements/test/test_cfd_start.py,external_pycycle_examples,1.1
pycycle/elements/test/test_combustor.py,external_pycycle_examples,4.9
pycycle/elements/test/test_compressor.py,external_pycycle_examples,4.8
pycycle/elements/test/test_compressor_map.py,external_pycycle_examples,5.3
pycycle/elements/test/test_compressor_od.py,external_pycycle_examples,8.3
pycycle/elements/test/test_cooling.py,external_pycycle_examples,15.3
pycycle/elements/test/test_duct.py,external_pycycle_examples,6.8
pycycle/elements/test/test_flightconditions.py,external_pycycle_examples,2.5
pycycle/elements/test/test_flow_start.py,external_pycycle_examples,9.0
pycycle/elements/test/test_inlet.py,external_pycycle_examples,4.8
pycycle/elements/test/test_mixer.py,external_pycycle_examples,4.5
pycycle/elements/test/test_nozzle.py,external_pycycle_examples,3.4
pycycle/elements/test/test_nozzle_CV_CD.py,external_pycycle_examples,6.6
pycycle/elements/test/test_shaft.py,external_pycycle_examples,2.9
pycycle/elements/test/test_splitter.py,external_pycycle_examples,4.2
pycycle/elements/test/test_turbine.py,external_pycycle_examples,6.0
pycycle/elements/test/test_turbine_map.py,external_pycycle_examples,7.2
pycycle/elements/test/test_turbine_od.py,external_pycycle_examples,6.9
pycycle/elements/test/test_usatm1976.py,external_pycycle_examples,0.6
pycycle/elements/test/__init__.py,external_pycycle_examples,0.0
pycycle/elements/__pycache__/ambient.cpython-312.pyc,external_pycycle_examples,3.2
pycycle/elements/__pycache__/ambient.cpython-313.pyc,external_pycycle_examples,3.3
pycycle/elements/__pycache__/bleed_out.cpython-312.pyc,external_pycycle_examples,8.9
pycycle/elements/__pycache__/bleed_out.cpython-313.pyc,external_pycycle_examples,8.7
pycycle/elements/__pycache__/cfd_start.cpython-312.pyc,external_pycycle_examples,4.5
pycycle/elements/__pycache__/cfd_start.cpython-313.pyc,external_pycycle_examples,4.5
pycycle/elements/__pycache__/combustor.cpython-312.pyc,external_pycycle_examples,6.8
pycycle/elements/__pycache__/combustor.cpython-313.pyc,external_pycycle_examples,6.6
pycycle/elements/__pycache__/compressor.cpython-312.pyc,external_pycycle_examples,25.0
pycycle/elements/__pycache__/compressor.cpython-313.pyc,external_pycycle_examples,24.5
pycycle/elements/__pycache__/compressor_map.cpython-312.pyc,external_pycycle_examples,14.7
pycycle/elements/__pycache__/compressor_map.cpython-313.pyc,external_pycycle_examples,14.5
pycycle/elements/__pycache__/cooling.cpython-312.pyc,external_pycycle_examples,17.5
pycycle/elements/__pycache__/cooling.cpython-313.pyc,external_pycycle_examples,17.3
pycycle/elements/__pycache__/duct.cpython-312.pyc,external_pycycle_examples,10.9
pycycle/elements/__pycache__/duct.cpython-313.pyc,external_pycycle_examples,10.7
pycycle/elements/__pycache__/flight_conditions.cpython-312.pyc,external_pycycle_examples,7.1
pycycle/elements/__pycache__/flight_conditions.cpython-313.pyc,external_pycycle_examples,7.1
pycycle/elements/__pycache__/flow_start.cpython-312.pyc,external_pycycle_examples,3.9
pycycle/elements/__pycache__/flow_start.cpython-313.pyc,external_pycycle_examples,3.9
